gene,chrom,n_snps,min_p,score
AKAP10,17,280,0.0225866,1.6461491392598302
AKAP11,13,283,0.0116405,1.93402836482554
AKAP12,6,760,0.00493344,2.3068501492752587
AKAP13,15,2028,0.00246496,2.608190123818891
AKAP3,12,309,0.04062,1.3912600809312121
AKAP5,14,89,0.00375154,2.425790418616278
AKAP6,14,2549,0.00124323,2.9054485185904113
AKAP7,6,624,0.000488742,3.310920338310737
AKAP8,19,132,0.0263749,1.578809178311522
AKAP8L,19,144,0.00829832,2.081009821910684
AKAP9,7,567,0.00732082,2.135440271191614
AKIP1,11,146,0.0270116,1.5684496901335152
AKIRIN1,1,182,0.0532758,1.273470020112551
AKIRIN2,6,190,0.0805008,1.0941998036835707
AKNA,9,267,0.00403079,2.3946098275519647
AKNAD1,1,390,0.0389879,1.4090701565271597
AKR1A1,1,185,0.0263852,1.5786396095191795
AKR1B1,7,161,0.0565705,1.2474099827182912
AKR1B10,7,213,0.00292988,2.533150166814855
AKR1B15,7,281,0.00292988,2.533150166814855
AKR1C1,10,317,0.0104071,1.9826702723586642
AKR1C2,10,449,0.000917741,3.0372798657937414
AKR1C3,10,613,0.000640383,3.193560205647473
AKR1C4,10,346,0.00125962,2.8997604523379064
AKR1C6P,10,392,0.00470956,2.3270196658006626
AKR1C8P,10,344,0.00472933,2.3252003810197257
AKR1D1,7,268,0.0418919,1.3778699418397151
AKR1E2,10,432,0.00675756,2.170210089535529
AKR7A2,1,138,0.00133469,2.8746195934178767
AKR7A2P1,1,51,0.0525134,1.2797298622416826
AKR7A3,1,157,0.00146204,2.8350407453387354
AKR7L,1,228,0.00195214,2.7094890396164586
AKT1,14,202,0.0020006,2.698839735530792
AKT1S1,19,113,0.00769308,2.113899751329586
AKT2,19,294,0.00696145,2.1573002917958592
AKT3,1,957,0.000133352,3.8750004664199222
AKTIP,16,111,0.0157022,1.8040394953025984
ALAD,9,180,0.000429477,3.3670600892030436
ALAS1,3,96,0.0295107,1.5300204888215667
ALB,4,120,0.0254156,1.5948996332123762
ALCAM,3,1061,0.0139021,1.8569195918663757
ALDH16A1,19,209,0.0158602,1.7996913404516606
ALDH18A1,10,416,0.043013,1.3664002659320982
ALDH1A1,9,234,0.00146815,2.833229570547808
ALDH1A2,15,572,9.04336e-05,4.0436701803274975
ALDH1A3,15,186,0.0126891,1.8965691800246671
ALDH1B1,9,172,0.00296989,2.5272596359614763
ALDH1L1,3,583,0.000642984,3.191799833915849
ALDH1L1-AS1,3,153,0.000642984,3.191799833915849
ALDH1L1-AS2,3,274,0.025749,1.5892396327554124
ALDH1L2,12,473,0.00610675,2.2141898589206
ALDH2,12,173,0.0292382,1.5340493674915325
ALDH3A1,17,93,0.0244034,1.612549661432989
ALDH3A2,17,211,0.0710886,1.148200038567678
ALDH3B1,11,188,0.00847247,2.0719899602725285
ALDH3B2,11,149,0.00947589,2.023379989387674
ALDH4A1,1,365,0.00314022,2.5030399247168917
ALDH5A1,6,464,0.00178641,2.7480188588278724
ALDH6A1,14,257,0.00648172,2.188309733729821
ALDH7A1,5,341,0.0481704,1.31721974735234
ALDH8A1,6,154,0.00528165,2.2772303816419615
ALDH9A1,1,366,8.41473e-05,4.074959814494019
ALDOA,16,33,0.0748428,1.1258499731522222
ALDOB,9,157,0.0224833,1.6481399445883944
ALDOC,17,37,0.00711099,2.1480699320963197
ALG1,16,212,0.000721456,3.141790150419272
ALG10,12,92,0.0320863,1.4936803602565658
ALG10B,12,170,0.00994649,2.0023301496629844
ALG11,13,117,0.0037145,2.430099637315285
ALG12,22,321,0.036131,1.4421200182694576
ALG14,1,537,0.0184187,1.7347410257542761
ALG14-AS1,1,150,0.0336217,1.4733803312905476
ALG1L,3,438,0.00340526,2.467849723030357
ALG1L2,3,315,0.0328867,1.4829797034006942
ALG1L9P,11,348,0.000701859,3.1537501267199
ALG2,9,78,0.000982019,3.007880109447948
ALG3,3,83,0.00259048,2.586619756367853
ALG5,13,211,0.0453346,1.3435702118202115
ALG6,1,319,0.00102851,2.987791481389086
ALG8,11,411,0.0132657,1.8772698283717129
ALG9,11,309,0.0063517,2.1971100224546025
ALK,2,3849,0.0011231,2.9495815727548647
ALKAL1,8,192,0.0121649,1.9148914567805686
ALKAL2,2,79,0.00558959,2.252620046723211
ALKBH1,14,354,0.008684,2.0612801852176177
ALKBH2,12,88,0.0264996,1.5767606815010733
ALKBH3,11,326,0.00373981,2.4271504614486177
ALKBH3-AS1,11,168,0.0216083,1.6653793992278558
ALKBH4,7,178,0.0106709,1.9717989499710153
ALKBH5,17,190,0.0324878,1.4882796970948398
ALKBH6,19,59,0.0158961,1.7987094138076785
ALKBH7,19,142,0.0907967,1.041929935596032
ALKBH8,11,399,0.00580604,2.2361199764755066
ALLC,2,379,0.0192035,1.7166196102465008
ALMS1,2,863,0.00271256,2.566620646735774
ALMS1-IT1,2,91,0.0498999,1.3019003247071053
ALMS1P1,2,278,0.0313863,1.5032598784475866
ALOX12,17,137,0.0221968,1.6537096310679797
ALOX12-AS1,17,185,0.0221968,1.6537096310679797
ALOX12B,17,176,0.00595964,2.224779973604652
ALOX12P2,17,256,0.00674109,2.1712698745757244
ALOX15,17,119,0.000621828,3.2063297262109516
ALOX15B,17,199,0.00398006,2.4001103808226687
ALOX15P1,17,135,0.0708973,1.1493703038497822
ALOX5,10,464,0.00740764,2.1303201318623683
ALOX5AP,13,406,0.0279222,1.554050366485153
ALOXE3,17,220,0.0128112,1.8924101888369051
ALPG,2,126,0.00671491,2.1729598038091615
ALPI,2,173,0.00783682,2.1058601282103213
ALPK1,4,643,0.0144188,1.8410708821314368
ALPK2,18,943,0.00129336,2.8882805746923688
ALPK3,15,340,0.00854594,2.0682401606365834
ALPL,1,547,0.00293245,2.5327693841260626
ALPP,2,136,0.0502285,1.2990497912103478
ALS2,2,465,0.00764874,2.1164101015936487
ALS2CL,3,169,0.00230595,2.6371501137627047
ALX1,12,121,0.0158139,1.8009610118130526
ALX3,1,123,0.00673271,2.17181009162327
ALX4,11,347,0.00397631,2.400519764606412
ALYREF,17,54,0.0058205,2.235039706430205
AMACR,5,147,0.00653371,2.1848401456785744
AMBN,4,181,0.0266422,1.574429915822657
AMBP,9,197,0.00938275,2.027669855140405
AMBRA1,11,460,0.00363321,2.439709499135521
AMD1,6,455,0.00464323,2.3331798032481372
AMDHD1,12,266,0.0115452,1.9375985393042723
AMDHD2,16,70,0.00806696,2.0932900964997465
AMER2,13,100,0.0110813,1.955409287467857
AMER3,2,87,0.0536513,1.2704197503804842
AMFR,16,339,0.00432623,2.3638903954203734
AMH,19,105,0.020179,1.6951003596671348
AMHR2,12,85,0.0565054,1.2479100463728026
AMIGO1,1,97,0.0547873,1.2613201017188636
AMIGO2,12,75,0.00769325,2.1138901544911035
AMIGO3,3,70,0.0017451,2.7581796814819697
AMMECR1L,2,176,0.00351277,2.4543502848794407
AMN,14,126,0.0154632,1.8107006269420478
AMN1,12,314,0.00332292,2.478480114326699
AMOTL1,11,487,0.0352817,1.4524504971560923
AMOTL2,3,124,0.0501961,1.2993300241752166
AMPD1,1,179,0.0039483,2.40358985615573
AMPD2,1,103,0.0244568,1.6116003679561979
AMPD3,11,421,0.00158347,2.8003901602414705
AMPH,7,1629,0.000228192,3.641699585232251
AMT,3,62,0.024241,1.6154494684362823
AMTN,4,247,0.0607883,1.2161800018852211
AMY1A,1,61,0.0623046,1.2054798878373472
AMY1B,1,61,0.0623046,1.2054798878373472
AMY1C,1,61,0.0623046,1.2054798878373472
AMY2A,1,29,0.199864,0.6992654250381392
AMY2B,1,100,0.0401708,1.3960895192236207
AMZ1,7,773,0.00899788,2.04585980308925
AMZ2,17,537,0.0369258,1.4326700868942286
AMZ2P1,17,57,0.0141218,1.8501099434935158
ANAPC1,2,520,0.0034764,2.4588702587486133
ANAPC10,4,227,0.0107932,1.9668497753074268
ANAPC11,17,52,0.0058205,2.235039706430205
ANAPC13,3,104,0.0196653,1.7062994239122171
ANAPC15,11,101,0.00532476,2.2736999621661425
ANAPC16,10,144,0.0103179,1.986408685578687
ANAPC1P1,2,160,0.00577351,2.2385600776299204
ANAPC1P2,2,94,0.00275524,2.5598405651839102
ANAPC1P4,2,61,0.0448219,1.3485097376709685
ANAPC1P6,2,167,0.0120676,1.9183790936471823
ANAPC2,9,104,0.00970845,2.0128501017274636
ANAPC4,4,309,0.0122248,1.9127582372846603
ANAPC5,12,238,0.005951,2.2254100497352054
ANAPC7,12,224,0.00212598,2.672440825386802
ANG,14,181,0.00958054,2.018610011546627
ANGEL1,14,180,0.0177431,1.7509704997649473
ANGEL2,1,98,0.0265149,1.5765100064684843
ANGPT1,8,1242,0.00071264,3.147129804646056
ANGPT2,8,717,0.00168198,2.7741791725935636
ANGPT4,20,455,0.0022504,2.6477402808428554
ANGPTL1,1,117,0.00330362,2.481009913347474
ANGPTL2,9,138,0.00772538,2.112080149075397
ANGPTL3,1,52,0.118615,0.9258603868123462
ANGPTL4,19,116,0.0109534,1.960451052326887
ANGPTL5,11,186,0.0154953,1.8098000110940544
ANGPTL6,19,100,0.0267411,1.572820731924284
ANGPTL7,1,70,0.0504522,1.2971198913293813
ANGPTL8,19,63,0.110437,0.9568853993991439
ANHX,12,181,0.00241568,2.61696059630861
ANK1,8,1261,0.000450692,3.3461201507967635
ANK2,4,2886,0.00126148,2.899119630567328
ANK3,10,3575,0.000940741,3.0265299278516102
ANKAR,2,253,0.0251044,1.6002501538874447
ANKDD1A,15,379,0.00959334,2.0180301633162054
ANKDD1B,5,321,0.00749152,2.1254300567145106
ANKEF1,20,188,0.0230298,1.6377098336064826
ANKFN1,17,1292,0.00217175,2.6631901698149756
ANKFY1,17,423,0.0010334,2.985731542790357
ANKH,5,723,0.00414859,2.3820994838348137
ANKHD1,5,309,0.00616737,2.209899996094842
ANKHD1-EIF4EBP3,5,336,0.00616737,2.209899996094842
ANKIB1,7,360,0.0224916,1.6479796487682494
ANKK1,11,133,0.0072482,2.1397698316532607
ANKLE1,19,165,0.000188582,3.7244997626789655
ANKLE2,12,348,0.00697895,2.156209913122989
ANKMY1,2,533,0.000992476,3.003279986523124
ANKMY2,7,304,0.0187297,1.727469178812056
ANKRA2,5,138,0.0124474,1.9049213540762138
ANKRD1,10,138,0.00727897,2.137930070544625
ANKRD10,13,282,0.00366885,2.435470043900626
ANKRD11,16,960,0.0108513,1.9645182296489778
ANKRD12,18,724,0.00767521,2.1149097330372895
ANKRD13A,12,195,0.0130158,1.8855291333628166
ANKRD13B,17,78,0.011555,1.9372300501848718
ANKRD13C,1,349,0.0166035,1.779800353498199
ANKRD13D,11,83,0.0435402,1.3611095803776785
ANKRD16,10,358,0.00368494,2.433569579143072
ANKRD17,4,380,0.000734193,3.1341897604965183
ANKRD18A,9,334,0.00286986,2.5421392888794125
ANKRD18B,9,351,0.00261451,2.5826096927379347
ANKRD18CP,9,451,0.00239977,2.6198303801706566
ANKRD18DP,3,218,0.0402383,1.395360375770593
ANKRD19P,9,236,0.000781214,3.107229982398692
ANKRD2,10,154,0.0153837,1.812939197933315
ANKRD20A1,9,30,0.0433511,1.3629998781677224
ANKRD20A11P,21,325,0.0139434,1.8556313136702602
ANKRD20A12P,1,60,0.0888935,1.051129994005459
ANKRD20A19P,13,490,0.00222126,2.653400604010483
ANKRD20A4-ANKRD20A20P,9,111,0.017572,1.7551788054067172
ANKRD20A5P,18,234,0.00391192,2.4076100352529965
ANKRD20A8P,2,264,0.0149276,1.8260100107974824
ANKRD20A9P,13,508,0.00952577,2.021099908751021
ANKRD22,10,267,0.017671,1.752738873119533
ANKRD23,2,67,0.0360795,1.442739489665173
ANKRD24,19,369,0.00527679,2.2776301890625867
ANKRD26,10,713,0.00269005,2.570239647684474
ANKRD26P1,16,175,0.0165486,1.7812387413440114
ANKRD26P3,13,776,0.000879245,3.0558900927051726
ANKRD27,19,682,0.00441937,2.3546396367650457
ANKRD28,3,902,0.00147394,2.831520195038212
ANKRD29,18,230,0.00519792,2.2841704089107884
ANKRD30A,10,407,0.000119116,3.924029898928606
ANKRD30B,18,407,0.00514612,2.288520090894775
ANKRD30BL,2,334,0.0101972,1.9915190626974169
ANKRD30BP2,21,233,0.0291166,1.5358593397796
ANKRD30BP3,10,193,0.0546072,1.2627500914689394
ANKRD31,5,778,0.00283491,2.5474607241163323
ANKRD33,12,128,0.0448942,1.3478097630211805
ANKRD33B,5,540,0.0138871,1.8573884371631981
ANKRD34A,1,35,0.0338735,1.4701399272952898
ANKRD34B,5,150,0.0380268,1.419910219442866
ANKRD34C,15,109,0.020892,1.680019982835044
ANKRD34C-AS1,15,488,0.0085483,2.068120244807181
ANKRD35,1,116,0.0570532,1.243719991852823
ANKRD36,2,341,0.01495,1.8253588073395515
ANKRD36B,2,268,0.0516476,1.2869498548021252
ANKRD36BP1,1,85,0.0758647,1.119960255215676
ANKRD36BP2,2,173,0.0036818,2.43393980661296
ANKRD36C,2,361,0.0160746,1.7938598252438112
ANKRD37,4,104,0.0365384,1.4372504741259242
ANKRD39,2,64,0.0227609,1.642810569284615
ANKRD40,17,106,0.0588044,1.230590176913184
ANKRD40CL,17,107,0.057597,1.2396001366701237
ANKRD42,11,309,0.00165299,2.78172977374734
ANKRD44,2,1490,0.00873474,2.058750017784179
ANKRD44-AS1,2,75,0.0735411,1.1334698784057304
ANKRD44-IT1,2,316,0.0102761,1.9881716781272878
ANKRD45,1,215,0.061259,1.2128300969520158
ANKRD46,8,257,0.0242438,1.6153993073734056
ANKRD49,11,91,0.0956687,1.0192301274344975
ANKRD50,4,220,0.0134493,1.871300318936558
ANKRD52,12,91,0.0199095,1.7009396465505717
ANKRD53,2,113,0.0190038,1.721159548835522
ANKRD54,22,134,0.0151964,1.8182592834572462
ANKRD55,5,703,0.0100399,1.9982706128547918
ANKRD6,6,771,0.00161797,2.7910295352300785
ANKRD60,20,119,0.0306126,1.5140997831860614
ANKRD61,7,148,0.0722786,1.140990268094546
ANKRD62,18,266,0.0124738,1.9040012235358659
ANKRD62P1-PARP4P3,22,143,0.0312205,1.5055601459404135
ANKRD63,15,89,0.0555853,1.2550400460614293
ANKRD65,1,117,0.000605843,3.217639905648286
ANKRD66,6,129,0.00670873,2.173359686417423
ANKRD7,7,182,0.034984,1.4561305356631995
ANKRD9,14,124,0.0286477,1.5429102399236445
ANKS1A,6,924,0.000231595,3.6352708210061286
ANKS1B,12,4601,0.000620941,3.206949663256146
ANKS3,16,333,0.00329428,2.4822394903857736
ANKS4B,16,124,0.0140178,1.8533201406369666
ANKS6,9,297,0.00162416,2.789371189568785
ANKUB1,3,227,0.0246263,1.6086008342141351
ANKZF1,2,96,0.00506512,2.295410261119006
ANLN,7,380,0.00717282,2.1443100675317175
ANO1,11,1538,0.0022696,2.644050677212204
ANO10,3,1138,0.000275423,3.559999795538785
ANO2,12,1924,0.000702021,3.1536498963492408
ANO3,11,3531,0.000973173,3.0118099487688332
ANO3-AS1,11,202,0.0209228,1.6793801963258783
ANO4,12,1606,0.000938728,3.0274602279803826
ANO5,11,421,0.00202376,2.6938409922550792
ANO6,12,833,0.0123797,1.9072898795423314
ANO7,2,361,0.00585652,2.232360369261065
ANO8,19,172,0.000587882,3.2307098370049134
ANO9,11,222,0.000303578,3.5177297045314826
ANP32A,15,197,0.0353769,1.4512802260300095
ANP32A-IT1,15,98,0.0353769,1.4512802260300095
ANP32AP1,15,102,0.0269246,1.569850739992215
ANP32B,9,161,0.00616198,2.210279715610726
ANP32C,4,109,0.0638881,1.1945800273755358
ANP32D,12,128,0.0564755,1.2481399154092867
ANP32E,1,105,0.00602532,2.220019883102681
ANPEP,15,264,0.00143281,2.8438113960802536
ANTKMT,16,111,0.0479391,1.31931012359195
ANTXR1,2,1069,0.000292536,3.53382068124232
ANTXR2,4,714,0.00853985,2.0685497575012057
ANTXRL,10,371,0.00856919,2.067060227686568
ANTXRLP1,10,543,0.00498368,2.3024498513199645
ANXA1,9,151,0.00946869,2.023710101791354
ANXA10,4,483,0.000387124,3.412149903482216
ANXA11,10,392,0.0140424,1.8525586601776758
ANXA13,8,339,0.000912536,3.039749993399764
ANXA2,15,297,0.00142571,2.8459688042232827
ANXA2P1,4,78,0.00204875,2.6885110334214444
ANXA2P2,9,111,0.00995818,2.001820027859693
ANXA2P3,10,112,0.0991402,1.0037502093081245
ANXA2R,5,85,0.0303753,1.5174794240865968
ANXA3,4,315,0.000579909,3.2366401510896763
ANXA4,2,751,4.29982e-05,4.366549724569941
ANXA5,4,286,0.0129351,1.8882302094460606
ANXA6,5,437,0.0163614,1.7861795376903098
ANXA7,10,226,0.0104232,1.9819989289261648
ANXA8,10,1408,0.00205045,2.6881508164710337
ANXA8L1,10,56,0.0140298,1.85294851995635
ANXA9,1,111,0.0126189,1.898978501252842
AOAH,7,1045,0.00743618,2.1286501062507837
AOAH-IT1,7,100,0.053718,1.2698801651234457
AOC1,7,156,0.034374,1.4637699273667437
AOC2,17,43,0.0520295,1.2837503476247079
AOC3,17,44,0.0852413,1.0693499355589469
AOC4P,17,45,0.0573469,1.2414900537746063
AOPEP,9,1577,0.000506722,3.2952302398356585
AOX1,2,457,0.00707506,2.150269872756545
AOX3P-AOX2P,2,479,0.00168671,2.7729595802598226
AP1AR,4,222,0.0206044,1.6860400276078764
AP1B1,22,249,0.0210005,1.677770365044371
AP1B1P1,22,108,0.00152567,2.816539393430647
AP1G1,16,388,0.0139595,1.855130136951381
AP1G2,14,45,0.0257792,1.5887305641345324
AP1M1,19,318,0.0250744,1.600769450323766
AP1M2,19,216,0.0228381,1.6413400297536394
AP1S1,7,124,0.00126587,2.8976108924083737
AP1S3,2,555,0.00598522,2.222919881509865
AP2A1,19,255,0.0160572,1.7943301832520004
AP2A2,11,509,0.0236527,1.6261192765679613
AP2B1,17,716,0.00648814,2.187879787562085
AP2M1,3,100,0.0138376,1.8589392275917203
AP2S1,19,109,0.000310821,3.5074896466406873
AP3B1,5,1178,0.00701375,2.1540497182884866
AP3B2,15,281,0.00831304,2.080240129790722
AP3D1,19,423,0.0241886,1.616389267225956
AP3M1,10,153,0.0269184,1.5699507576658105
AP3M2,8,113,0.00576886,2.2389100004707414
AP3S1,5,331,0.0394857,1.4035601584374797
AP3S2,15,322,0.00764927,2.1163800093038017
AP4B1,1,90,0.0022933,2.639539128949822
AP4B1-AS1,1,329,0.0013965,2.854959059962976
AP4E1,15,412,0.0157688,1.8022013550672653
AP4M1,7,97,0.00243708,2.6131302143572137
AP4S1,14,327,0.0108183,1.965840979398109
AP5B1,11,89,0.00684526,2.1646100516321325
AP5M1,14,94,0.0196363,1.7069403414453956
AP5S1,20,134,0.0124254,1.905689621508388
AP5Z1,7,323,0.0615857,1.2105201179013876
APAF1,12,362,0.00801457,2.096119773576439
APBA1,9,963,0.00651103,2.1863503036080347
APBA2,15,1033,0.0124695,1.9041509604424245
APBA3,19,169,0.0308461,1.5107997378073594
APBB1,11,148,0.00123982,2.906641362161264
APBB1IP,10,764,0.00380697,2.41942054553546
APBB2,4,2206,0.000960506,3.017499917883232
APBB3,5,66,0.00259759,2.5854293962919637
APC,5,733,0.00799632,2.097109834432184
APC2,19,151,0.0111081,1.954360219194313
APCDD1,18,260,0.0154156,1.8120395671672462
APCDD1L,20,305,0.000642969,3.1918099655726495
APCDD1L-DT,20,599,7.54032e-05,4.122610222925287
APCS,1,117,0.000710199,3.1486199435449462
APEH,3,71,0.0249098,1.6036297593862183
APELA,4,184,0.0110604,1.9562291664624718
APEX1,14,90,0.0220196,1.6571905745273279
APH1A,1,44,0.0106094,1.9743091763302598
APH1B,15,202,0.0136123,1.8660684881018779
API5,11,177,0.0236167,1.6267807871592244
APIP,11,408,0.0125965,1.8997501089968132
APLF,2,568,0.00722354,2.141249917985589
APLNR,11,85,0.0156329,1.805960450184778
APLP1,19,103,0.00264698,2.577249340120054
APLP2,11,477,0.0454412,1.3425502084040584
APMAP,20,258,0.0199857,1.6992806359546215
APOA1,11,136,0.0099227,2.003370138777965
APOA1-AS,11,217,0.0099227,2.003370138777965
APOA2,1,81,0.0178004,1.7495702383742011
APOA4,11,137,0.0099227,2.003370138777965
APOA5,11,93,0.0564664,1.2482098997072997
APOB,2,225,0.0131277,1.8818113565309278
APOBEC1,12,284,0.0269073,1.5701298791195943
APOBEC2,6,145,0.0165756,1.7805307421405083
APOBEC3A,22,95,0.0130536,1.8842696994732229
APOBEC3A_B,22,246,0.0130536,1.8842696994732229
APOBEC3B,22,157,0.0340197,1.468269520497672
APOBEC3B-AS1,22,138,0.0340197,1.468269520497672
APOBEC3C,22,139,0.00790169,2.102280012610823
APOBEC3D,22,127,0.00790169,2.102280012610823
APOBEC3F,22,112,0.0305907,1.514410585040197
APOBEC3G,22,164,0.0153918,1.8127105884624926
APOBEC3H,22,211,0.00115529,2.937308985822858
APOBEC4,1,171,0.000957988,3.018639930969914
APOBR,16,68,0.0352046,1.4534005858374082
APOC1,19,103,1.41254e-29,28.849999245077864
APOC1P1,19,97,1.62817e-24,23.788300251653556
APOC2,19,128,0.00169691,2.7703411909998725
APOC3,11,149,0.0099227,2.003370138777965
APOC4,19,126,0.000159173,3.798130598316143
APOC4-APOC2,19,140,0.000159173,3.798130598316143
APOD,3,217,0.00654696,2.183960312481447
APOE,19,101,1.41254e-29,28.849999245077864
APOF,12,56,0.00920704,2.0358799700513455
APOH,17,187,0.037792,1.4226001240665793
APOL1,22,189,0.0213246,1.6711191064404873
APOL2,22,227,0.00734598,2.1339502583895085
APOL3,22,425,0.00374947,2.4260301168970058
APOL4,22,295,0.0245064,1.6107204820961754
APOL5,22,217,0.00922508,2.035029858945823
APOL6,22,232,0.0774997,1.1106999786368734
APOLD1,12,368,0.0142279,1.8468591958900253
APOM,6,136,0.0173716,1.7601601792978794
APOOP5,16,115,0.0225289,1.647260012696614
APP,21,1302,0.00462392,2.3349896883978873
APPBP2,17,419,7.57269e-05,4.120749821340582
APPL1,3,174,0.0384955,1.414590035151013
APPL2,12,427,0.011592,1.935841627536882
APRT,16,227,0.0342279,1.4656197455126974
APTR,7,248,0.000535106,3.271560179370947
APTX,9,411,0.0124965,1.9032116064743987
AQP1,7,123,0.0107416,1.968931024091147
AQP10,1,105,0.0224125,1.6495096974297607
AQP11,11,134,0.0110685,1.9559112305993676
AQP12A,2,151,0.00569731,2.2443301492239294
AQP12B,2,176,0.0215184,1.667190023758621
AQP2,12,96,0.00658203,2.18164014258179
AQP3,9,131,0.0158712,1.7993902355844122
AQP4,18,157,0.00546248,2.2626101401186456
AQP4-AS1,18,667,0.00145402,2.8374296197287685
AQP5,12,60,0.0292483,1.5338993713621412
AQP6,12,67,0.0278189,1.5556600466435742
AQP7,9,158,0.0469159,1.3286799480735063
AQP7P1,9,22,0.0491281,1.3086700316207591
AQP8,16,161,0.00381417,2.41859995407539
AQP9,15,327,0.000407024,3.3903799820272034
AQR,15,646,0.00619313,2.208089803618705
ARAP1,11,331,0.000993345,3.0028998898992447
ARAP1-AS2,11,88,0.0163091,1.7875700043685683
ARAP2,4,1045,0.000283844,3.5469202816197627
ARAP3,5,235,0.000806529,3.0933800122631854
ARC,8,111,0.00883873,2.0536101324547276
ARCN1,11,154,0.00434961,2.3615496815375607
AREG,4,629,0.000661912,3.179199745386276
AREL1,14,203,0.0306959,1.5129196286363928
ARF1,1,77,0.00880359,2.055340191571192
ARF3,12,177,0.0381935,1.418010541651878
ARF4,3,194,0.00335035,2.4749098212829277
ARF4-AS1,3,120,0.00335035,2.4749098212829277
ARF5,7,94,0.00456436,2.3406201092477614
ARF6,14,69,0.0212471,1.6727003380816485
ARFGAP1,20,183,0.0445338,1.3513102456139006
ARFGAP2,11,97,0.0030977,2.5089606442441217
ARFGAP3,22,405,0.000740918,3.1302298542583293
ARFGEF1,8,488,0.00664003,2.177829958462551
ARFGEF2,20,556,0.011726,1.9308501101512214
ARFGEF3,6,873,0.00600897,2.221199964212253
ARFIP1,4,525,0.000874682,3.0581498106886533
ARFIP2,11,70,0.044321,1.3533904493269542
ARFRP1,20,113,0.00121188,2.916540381752213
ARG1,6,90,0.0110823,1.9553700975815391
ARG2,14,186,0.00195866,2.7080409458016512
ARGFX,3,198,0.0162903,1.7880709177083796
